sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,page_number,summary_text,summary_char_count,summary_word_count,para_id
"However,  avoid switching to performance-oriented  modes on regular roads (e.g., using a track  mode on a public highway). 3. How long does it take to switch modes? o The selected drive mode activates within a  few seconds if all conditions are met. 4. Will drive modes affect energy consumption? o Yes, the selected drive mode can impact  energy usage, along with driving style. One-Pedal Drive  What is One-Pedal Drive? One-Pedal Drive allows you to  control acceleration, deceleration, and stopping using only  the accelerator pedal. Pressing the pedal accelerates the  vehicle, while releasing it slows down.",603,95,146,50,"one-Pedal Drive allows you to control acceleration, deceleration, and stopping using only the accelerator pedal. the selected drive mode activates within a few seconds if all conditions are met.",194,29,2d7ccfe2b34fa1b7199bc21bacd6cb13b023d7835c1feded3e7f31307da00ee5
Fully releasing the  pedal may bring the vehicle to a complete stop. Limitations:  •  Not available when:  o Using active parking assistance. o Cruise control is engaged. o Stability control is turned off. o In certain performance modes. •  It may not bring the vehicle to a complete stop on  steep inclines. How to Enable/Disable:  1. Go to Settings > Controls on the vehicle’s display. 2. Toggle One-Pedal Drive on or off.,415,72,100,50,limitations: • Not available when: o Using active parking assistance. o Cruise control is engaged. o In certain performance modes.,130,20,44426370ec8e9c1c92d6af04ec289c05b2632b63bd9aebb76827e3b833f62d7a
Indicator:  •  An icon appears in the instrument cluster when  One-Pedal Drive is active. Lane Keeping System  What is the Lane Keeping System? The Lane Keeping System helps you stay in your lane by  alerting you or providing minor steering adjustments if it  detects the vehicle drifting unintentionally. How Does It Work?. FragglesX500FMS 2027          50,353,55,87,50,Lane Keeping System helps you stay in your lane by alerting you or providing minor steering adjustments if it detects the vehicle drifting unintentionally.,155,24,7cfe5a9afef3f9b2e3d09d5e5ee24165d911d65214c997b030765852b9cb4c8e
"facing camera on the  windshield to track lane markings. If the system detects a  drift, it may alert you by vibrating the steering wheel or  assist by gently steering the vehicle back into the lane. You  can choose from three modes:  •  Alert: Provides a vibration warning. •  Aid: Offers gentle steering correction. •  Alert + Aid: Combines both vibration and steering  assistance. Safety Precautions  •  Responsibility Warning: You must always control  your vehicle. The system assists but does not  replace attentive driving. •  The system won’t work if lane markings are not  detected or the sensor is obstructed. •  Weather conditions like rain, snow, and fog can  reduce sensor performance. •  Sensor issues may arise from windshield  obstructions, damage, or non-approved suspension  modifications.",797,124,196,51,lane markings are not detected or the sensor is obstructed. lane markings may arise from windshield obstructions or suspension modifications.,141,20,8c6977873fd5189f1b15d7220e010a1fd396557dda9e4fcee9c37d7fbb23369e
"Limitations  •  The Lane Keeping System activates only at speeds  above 40 mph (64 km/h). •  It requires clear lane markings or road edges to  function correctly. •  The system may not work in scenarios like:  o No detectable lane markings. o Active turn signals. o Heavy steering, rapid acceleration, or hard  braking. o Activation of anti-lock brakes, traction  control, or stability systems. o Narrow or unclear lanes. o High winds, uneven roads, or improper tire  pressure. How to Turn the System On/Off  1. Press the Lane Keeping System button on the  steering wheel.",563,94,137,51,Lane Keeping System activates only at speeds above 40 mph (64 km/h) it requires clear lane markings or road edges to function correctly.,136,23,e218911244690df3338d863e348d80d620437e7dc4c0c67d4d42140ad41d52d3
"2. Access the ""Driver Assistance"" menu on the  vehicle's display. 3. Choose your preferred mode (Alert, Aid, or Alert +  Aid). Adjusting Settings  You can customize the vibration intensity through the ""Lane  Keeping System"" settings in the display menu. Lane Keeping System Modes  Alert Mode:  •  Vibrates the steering wheel when the vehicle drifts  out of its lane. Aid Mode:  •  Provides gentle steering assistance to keep the  vehicle centered in its lane. Alert + Aid Mode:  •  Combines both vibration alerts and steering  assistance for enhanced lane-keeping support. Indicators  •  Gray: System is temporarily unavailable. •  Green: System is ready and active.. FragglesX500FMS 2027          51  The system uses a forward",718,111,176,51,Lane Keeping System Modes Alert Mode: • Vibrates the steering wheel when the vehicle drifts out of its lane. Alert + Aid Mode: • Combines both vibration alerts and steering assistance.,184,31,65551478ad71fd5b125375dac4f236ec7c95c76ff204f7d03dd7a0a5e36d3841
"Yellow: The system is providing steering assistance  (Aid). •  Red: The system is issuing an alert warning (Alert). Frequently Asked Questions  Why is the feature unavailable even though I can see lane  markings? Possible causes include:  •  Speed is below 40 mph (64 km/h). •  Camera obstructed by direct sunlight or debris. •  Recent lane change, rapid transitions between light  and dark, or inconsistent lane markings. •  Active anti-lock brakes or stability control systems. •  Poor visibility due to weather or standing water on  the road. •  Lane markings are faint or unclear. •  Lane width is too narrow or too wide.",616,102,151,52,the system is providing steering assistance (Aid). Frequently Asked Questions Why is the feature unavailable even though I can see lane markings? Possible causes include: • Speed is below 40 mph (64 km/h),204,33,3c9a945b9b01e3c31362703e73b2919ede257a5da7254377f364ac46505b91e4
"•  Camera not recalibrated after a windshield  replacement. Why doesn’t the vehicle stay centered in Aid or Alert + Aid  mode? Possible reasons:  •  High crosswinds or uneven road surfaces. •  Heavy road crown or grooves. •  Improper tire pressure or heavy, uneven vehicle  load. •  Modifications to tires or suspension. Blind Spot Assist Integration  What is Blind Spot Assist? Blind Spot Assist extends the Lane Keeping System to help  detect vehicles in your blind spot during lane changes. How Does It Work? When active, the system provides a warning and applies  steering assistance if a vehicle is detected in your blind  spot during a lane change.",645,107,157,52,"blind Spot Assist helps detect vehicles in your blind spot during lane changes. when active, the system provides a warning and applies steering assistance if a vehicle is detected in your blind spot during a lane change.",220,37,07847a9d77147dff0af6b4ad13b7900092b638bcdb892ac9d8586badd58e7398
"This feature works with or  without turn signals, but you must keep your hands on the  wheel. Limitations  •  Blind Spot Assist may not function if lane markings  are unclear, sensors are blocked, or if bike or cargo  racks are attached. •  It may struggle to detect fast-approaching vehicles  or in bad weather conditions. Troubleshooting and Error Messages  Message  Action  Lane Keeping System  Malfunction  Have the vehicle inspected by a  professional. Front Camera Not  Available  The camera is temporarily  blocked; check for obstructions. Front Camera Low  Visibility  Clean the windshield to restore  visibility. Front Camera  Malfunction  Seek professional service  immediately. Keep Hands on  Steering Wheel  The system requires you to  maintain control.. FragglesX500FMS 2027          52",792,115,195,52,"blind spot assist may not function if lane markings are unclear, sensors are blocked, or if bike or cargo racks are attached. it may struggle to detect fast-approaching vehicles or in bad weather conditions.",207,34,72d0e438a2dc5ca37f87ec33a02db22459c1b85943581abb36637ed69e0ff643
"screen instructions to release the steering  wheel and shift into neutral. 4. Hold the Parking Assistance button and release the  brake pedal to start parking. Limitations:  •  May not detect irregular curbs or objects with  unusual shapes. •  May malfunction if sensors are blocked by dirt, ice,  or snow. How to Cancel:  •  Shift out of neutral or release the Parking Assistance  button. Lane Keeping System  Lane Keeping System - Common Questions  Why isn’t the lane-keeping feature active even when  lane markings are visible? Possible reasons include:  •  Speed is below 40 mph (65 km/h). •  Sunlight directly hits the camera lens. •  A rapid, deliberate lane change was made.",672,110,165,53,"limitations: • May not detect irregular curbs or objects with unusual shapes. may malfunction if sensors are blocked by dirt, ice, or snow.",139,23,90fc0d1f06612492565c07a0fec6bdab1b921eacb404bfa27ae9e02a0df77a47
"•  Prolonged driving too close to the lane markings. •  Navigating sharp curves at high speeds. •  Recent alert or intervention occurred. •  Confusing or unclear lane markings, such as in  construction zones. •  Quick changes between light and dark conditions. •  Sudden changes in lane markings. •  Activation of ABS or traction control systems. •  Camera view obstructed by dirt, fog, frost, or water  on the windshield. •  Following a vehicle too closely. •  Transitioning between lanes without clear markings.",504,81,121,53,recent alert or intervention occurred. lane markings in construction zones.,75,10,ec112fb62bc54ed306b96dc99820eae073eac13be79d26bc424b3ec54d221e2b
"•  Presence of standing water on the road. •  Faint or partial lane markings, particularly on  concrete surfaces. •  Lanes are unusually narrow or wide. •  Camera not calibrated after a windshield  replacement. •  Driving on uneven roads or sharp curves. Why doesn’t the vehicle stay centered in the lane as  expected in Aid or Aid + Alert mode? Possible reasons:  •  Strong crosswinds. •  Noticeable road crown. •  Uneven or rough road surfaces, grooves, or shoulder  drop-offs. •  Heavy or uneven vehicle load or incorrect tire  pressure.",531,88,129,53,Lanes are unusually narrow or wide. camera not calibrated after a windshield replacement.,89,13,72e68ee0cc11fa68fb3d5c62cb7eede2a518a4f459e498a0815c7685f22bb744
"•  Changes in tires or suspension modifications.. FragglesX500FMS 2027          53  Parking Assistance  What is Parking Assistance? The system helps you park by  automatically steering, braking, and shifting gears. How to Use:  1. Press the Parking Assistance button. 2. Choose between parallel or perpendicular parking  on the display. 3. Follow on",342,50,82,53,"the system helps you park by automatically steering, braking, and shifting gear. click the Parking Assistance button.",117,17,cf51d9616bb5659dc6805d5ea9570674a6bd97b03353b63042ccb3c3d4a607d7
"Sensors located on both sides of the vehicle detect  objects from the rear mirrors up to about 13 ft (4 m)  beyond the rear bumper. •  At speeds above 30 mph (48 km/h), the detection  range extends up to 59 ft (18 m) beyond the rear  bumper to alert for fast-approaching vehicles. Precautions  •  Warning: BLIS is not a substitute for checking  mirrors or looking over your shoulder when changing  lanes. Use it as a supplement to attentive driving. •  System Limitations: It may not function well in  severe weather (e.g., snow, ice, heavy rain). BLIS  does not detect parked vehicles, pedestrians,  animals, or stationary objects. Limitations  •  BLIS is inactive in Park (P) or Reverse (R). •  It may not alert if a vehicle quickly enters the  detection zone while overtaking. •  For vehicles without trailer coverage, it is advised to  disable BLIS when towing. Activation Requirements  BLIS activates when:  •  The vehicle is started.",930,156,230,54,sensors located on both sides of the vehicle detect objects from the rear mirrors up to about 13 ft (4 m) beyond the rear bumper. the detection range extends up to 59 ft (18 m) beyond the rear bumper to alert for fast-approaching vehicles.,239,44,eed013ed3217e600475eb13f5220a53d925d3b3654e0b7d1c8d8894ae3b5fb2d
"•  Gear is shifted into Drive (D). •  Speed exceeds 6 mph (10 km/h). Turning BLIS On/Off  1. Go to the ""Driver Assistance"" settings in the vehicle's  display menu. 2. Toggle the BLIS setting on or off. o The alert indicators flash twice when  changing the setting. o The system remembers your last setting upon  restarting the vehicle. Sensor Location and Care  •  Sensors are positioned behind the rear bumper on  both sides. •  Note: Do not block the sensors with stickers or  objects.",478,84,115,54,"gear is shifted into Drive (D). speed exceeds 6 mph (10 km/h). turning BLIS on/off 1. Go to the ""Driver Assistance"" settings in the vehicle's display menu.",155,27,31fee5aef5b885e2fc6fec8638ccc7986e4c95d0e9f4ed00865bc4b973497e3f
"Obstructions (e.g., bike racks) may cause  false alerts. It is recommended to disable BLIS when  using a bike or cargo rack. •  In case of sensor blockage, a message will appear  on the instrument display, and alert indicators will  remain on, but no alerts will be issued. Indicators  •  When BLIS detects a vehicle, an alert light appears  in the exterior mirror on the approaching side. •  If the turn signal is used on that side, the alert light  flashes. Troubleshooting  Common Messages and Actions:  Message  Action  Blind Spot System  Fault  There’s a system issue. Have the  vehicle inspected as soon as  possible.. FragglesX500FMS 2027          54  Blind Spot Information System Overview  The Blind Spot Information System (BLIS) helps detect  vehicles that may enter your blind spot. How does it work?",805,130,199,54,"a message will appear on the instrument display, but no alerts will be issued. it is recommended to disable BLIS when using a bike or cargo rack.",145,27,b62d480ec13d87e156cae70a76e53b97b374e3e83a4914c98fba5cef9a66e6be
"Sensor  Blocked  Clean the sensors to remove any  obstruction. Blind Spot Information System  What is the Blind Spot Information System (BLIS)? The Blind Spot Information System (BLIS) helps detect  vehicles entering your vehicle’s blind spot, alerting you to  potential hazards during lane changes. How Does It Work? BLIS uses sensors on both sides of the vehicle, positioned  near the rear bumper. These sensors cover an area  extending approximately:  •  13 feet (4 meters) from the exterior mirrors,  rearward. •  Up to 59 feet (18 meters) behind the bumper when  driving faster than 30 mph (48 km/h), to detect  faster-approaching vehicles. Precautions  •  Important: BLIS is a supplementary aid. It does not  replace the need to check mirrors and look over your  shoulder before changing lanes. •  Weather Warning: The system may not perform well  in severe weather conditions like snow, heavy rain,  or ice.",905,144,222,55,"BLIS uses sensors on both sides of the vehicle, positioned near the rear bumper. these sensors cover an area extending approximately: 13 feet (4 meters) from the exterior mirrors, rearward. up to 59 feet (18 meters) behind the bumper when driving faster than 30 mph.",266,45,5b843ed1e0a30752ca1e493b2e711b37c957b45e22b3d9d78063922ff520677a
"Always drive attentively. •  System Limitations: BLIS cannot prevent collisions  and does not detect parked cars, pedestrians,  animals, or stationary objects. Limitations  •  BLIS is inactive when the vehicle is in Park (P) or  Reverse (R). •  It may not alert you if another vehicle swiftly passes  through the detection zone. •  Towing Limitation: If your vehicle does not have a  trailer coverage feature, it’s recommended to turn  off BLIS when towing a trailer to avoid false alerts. Activation Requirements  BLIS automatically activates when:  1. The vehicle is started. 2. It is shifted into Drive (D). 3.",604,97,147,55,BLIS is inactive when the vehicle is in Park (P) or Reverse (R). it may not alert you if another vehicle swiftly passes through the detection zone.,147,27,a798687679c2639e12c1d0320f11691948c886671c9947676a99f8fa08c2ff0d
"The speed exceeds 6 mph (10 km/h). How to Turn BLIS On/Off  1. Open the ""Driver Assistance"" menu from the  vehicle's settings. 2. Toggle the BLIS feature on or off. o A warning lamp illuminates when the system  is turned off. o Alert indicators flash twice when the system  is switched on or off. o The system retains the last setting when the  vehicle is restarted. Sensor Location and Care  •  Sensors are located behind the rear bumper on both  sides. •  Avoid Obstructions: Do not place stickers or  objects on the bumper near the sensors.",534,96,129,55,"the speed exceeds 6 mph (10 km/h). how to turn BLIS on/off 1. Open the ""Driver Assistance"" menu.",96,18,43546072383766f53a11a4f7dc4c888f4b715caef394eb922109f1eddd0b4233
"•  Bike/Cargo Racks: May obstruct the sensors,  causing false alerts. It’s advised to disable BLIS  when using bike or cargo racks.. FragglesX500FMS 2027          55  Message  Action  Blind Spot Not  Available",208,30,51,55,"bike/cargo racks may obstruct the sensors, causing false alerts.",64,9,3baab890bbae013805561d9ed637cbb662676da9b1ff7a35db38735883748f20
"Towing Advice: For vehicles equipped with  approved tow modules, BLIS automatically disables  when a trailer is connected. For aftermarket tow  setups, manually turn off BLIS. If sensors are blocked, a warning message will appear on  the instrument display, and the alert indicators may remain  on, but the system won’t issue alerts. Indicators  •  Mirror Alerts: When BLIS detects a vehicle in your  blind spot, a warning light appears in the exterior  mirror on the side of the approaching vehicle. •  Turn Signal Use: If you signal toward a detected  vehicle, the warning light will flash. Troubleshooting and Error Messages  Message  Action  Blind Spot System  Fault  The system has a malfunction. Have your vehicle inspected. Blind Spot Not  Available - Sensor  Blocked  Clear any obstructions from the  sensors. Exit Warning System  What is the Exit Warning System? The Exit Warning System helps alert vehicle occupants to  approaching traffic objects when a door is opened.",971,153,240,56,"warning message will appear on the instrument display when a trailer is connected. alert indicators may remain on, but the system won’t issue alerts.",149,24,4560a258c551bd54d685ef980ab42a2c052070b112fbf0a11d1f0fb588b9bfd8
"It can  detect vehicles, cyclists, scooters, and motorcycles that  approach from the rear and enter the exit warning zone. How Does It Work? •  The system uses radar sensors positioned along the  left and right sides of your vehicle. The detection  area extends slightly beyond the range of a fully  opened door. •  It becomes active when the vehicle is started and  remains operational while the vehicle is stationary. Note: The system cannot detect stationary objects, slow- moving pedestrians, or animals. Precautions  •  Attention Required: This feature is not a collision  avoidance system. Always check your surroundings  before opening the door. •  Weather Conditions: Performance may be limited  during severe weather (e.g., rain, snow, or fog). •  System Limitations: Objects with surfaces that  absorb radar signals may not be detected properly.",846,131,209,56,the system uses radar sensors positioned along the left and right sides of your vehicle. it becomes active when the vehicle is started and remains operational while the vehicle is stationary.,191,31,1baa37302a3dad8c578f6d767a14066bcf0d5d08398d811939789b42b82c986b
"Limitations  •  The system is active when the vehicle is stationary  and turns off about 3 minutes after the vehicle is  switched off. It also deactivates immediately if the  doors are locked. •  Parking Position: The system may not alert you if  the parking position blocks sensor detection. •  Towing: The system may not work properly if a trailer  or bike rack obstructs the sensors. Exit Warning Alerts  •  Visual and Audible Alerts: When a door is opened  and the system detects an approaching traffic  object, it provides both visual and audible alerts on  the side where the object is approaching.. FragglesX500FMS 2027          56",634,104,156,56,the system is active when the vehicle is stationary and turns off about 3 minutes after the vehicle is switched off. it deactivates immediately if the doors are locked. the system may not work properly if a trailer or bike rack obstructs the sensors.,250,44,57825386b4caebf8629a7a76a18ff3218a87d3428631c3ff9ba3e009c23cea44
"Exit Warning Prevention (If Equipped): Some  models may include a prevention feature that  temporarily disables the inner door handle when an  object is detected. This prevents the door from  opening until the object has passed. Override Function: Occupants can manually override the  prevention feature by pulling the door handle twice within 5  seconds. Integration with Power Child Lock (If Equipped)  •  If power child lock and exit warning are both active,  a visual and audible alert will notify you. You can  override the exit warning by pressing the child lock  button twice quickly. •  The doors can still be opened from the outside when  both features are active. Indicators  •  Exterior Mirror Alert: When an approaching object  is detected, an alert indicator lights up on the  corresponding exterior mirror. •  Flashing Indicator: If the alert or prevention feature  is active, the indicator flashes. •  Instrument Cluster Display: A visual alert appears  in the display, showing which side the traffic object  is approaching from. How to Turn Exit Warning On/Off  •  Use the vehicle’s touchscreen to enable or disable  the system.",1135,180,280,57,some models may include a prevention feature that temporarily disables the inner door handle when an object is detected. this prevents the door from opening until the object has passed.,185,30,181a09c0659dd78f71489e7c86004441036f06d58ecfc13103497a7110718e40
"•  Exit warning automatically turns off 3 minutes after  the vehicle is shut off or immediately when the  doors are locked. •  The system remembers the last selected setting  upon vehicle restart. Sensor Location and Care  •  Sensors are located behind the rear bumper on both  sides of the vehicle. •  Keep Sensors Clear: Avoid covering sensors with  stickers or debris, as this may affect accuracy. •  Obstructions: Bike racks, trailers, or heavy dirt  accumulation may impair system functionality. Troubleshooting and Error Messages  Message  Reason/Action  Left/Right Side Check  Surroundings  An alert or prevention is active;  check surroundings before exiting. Exit Warning Turning  Off. Exit Safely  The system is deactivating; be  cautious when exiting. Exit Warning System  Fault  A system error has been detected;  have your vehicle inspected. Cross Traffic Alert  What is Cross Traffic Alert?",895,135,219,57,Exit warning turns off 3 minutes after the vehicle is shut off. the system remembers the last selected setting upon vehicle restart.,132,22,f1a356a17fafffc485c72862a2a9e8045cea92540188e98ad689d239a2b5d38a
Cross Traffic Alert notifies you of vehicles approaching from  the sides while you are reversing. How Does It Work? The system uses sensors to detect vehicles moving at  speeds between 4–37 mph (6–60 km/h). Sensor coverage  can be reduced if obstructed or when reversing at narrow  angles. Note: Reversing slowly improves detection accuracy. Precautions. FragglesX500FMS 2027          57,381,57,93,57,the system uses sensors to detect vehicles moving at speeds between 4–37 mph (6–60 km/h) sensors can be reduced if obstructed or when reversing at narrow angles.,161,27,fec0529ab937973cf3a164b92dd58f8f134a446f06cdfddf37d9a948099897a7
"Attention Required: Always use mirrors and look  over your shoulder when reversing. Cross Traffic  Alert is a support feature, not a substitute for  cautious driving. •  Weather Impact: Snow, rain, or ice may affect  sensor performance. Limitations  Cross Traffic Alert may not work correctly if:  •  Sensors are blocked or obstructed by parked  vehicles. •  Vehicles approach at speeds outside 4–37 mph (6– 60 km/h). •  Your reversing speed exceeds 7 mph (12 km/h). •  You reverse out of angled parking spaces. Turning Cross Traffic Alert On/Off  1. Access ""Driver Assistance"" in the settings menu. 2.",593,96,145,58,"Cross Traffic Alert is a support feature, not a substitute for cautious driving. snow, rain, or ice may affect sensor performance.",130,21,ca497f615b04c250cc4c62c3d3b4efb0433477341c6625dcd5f1655fa0708b07
"Toggle Cross Traffic Alert on or off. o Alert indicators flash twice when the system  is toggled. o The system resets to ""on"" when the vehicle is  restarted. Sensor Location and Care  •  Sensors are behind the rear bumper on both sides. •  Keep Sensors Clear: Remove snow, ice, or heavy  dirt. Avoid covering sensors with stickers or objects. •  Obstructions: Bike racks or trailers may block  sensors, causing false alerts. Indicators  When a vehicle is detected:  •  A warning tone sounds. •  An alert light appears in the corresponding exterior  mirror. •  Arrows display in the instrument cluster to indicate  the direction of the approaching vehicle.",646,107,158,58,"the system resets to ""on"" when the vehicle is restarted. the system resets to ""on"" when the vehicle is restarted.",113,20,fb394079c17f82b88b4f9ab8f6f29bb261274664de9fc7c72b4f2342c6a5ae1c
"System Malfunction: A warning light and message appear  if there is a fault. Get the vehicle checked. Troubleshooting Messages  Message  Action  Cross Traffic Alert  Vehicle detected. Check for  approaching traffic. Cross Traffic Not  Available - Sensor  Blocked  Clean sensors. If issue persists,  get the vehicle inspected. Cross Traffic System  Fault  System malfunction. Get the  vehicle inspected. Pre-Collision Assist  What is Pre-Collision Assist? Pre-Collision Assist detects potential hazards on the road,  such as stationary vehicles, vehicles moving in the same  direction, or pedestrians.",591,82,144,58,system malfunction: a warning light and message appear if there is a fault. check for approaching traffic. cross traffic not available - Sensor Blocked Clean sensors.,166,26,ddf420a9c8e31bedaf3de520075bd365017475b9e867cb392cae5818fe729726
It helps reduce the risk of a  collision by providing multiple levels of assistance. How Does It Work? The system offers three levels of assistance:  1. Alert: Provides visual and audible warnings. 2. Brake Support: Prepares the brakes for stronger  braking if you press the brake pedal. 3. Automatic Emergency Braking: Applies brakes  automatically if a collision seems imminent.. FragglesX500FMS 2027          58,407,62,99,58,system offers three levels of assistance: 1. Alert: Provides visual and audible warnings. 2. Brake Support: Prepares the brakes for stronger braking if you press the brake pedal.,178,28,395db0220e45433d00d4957ab472a63cffc79a3c773b8334a52cf7a789ee39a2
Driver Responsibility: The system assists but does  not replace your control over the vehicle. You must  remain attentive at all times. •  Limitations: It cannot detect vehicles moving in a  different direction or certain objects like animals. Extreme weather may also impact performance. System Limitations  •  The system relies on a front camera and radar  sensor. Obstructions or damage can reduce  detection capability. •  Activation: The system is active at speeds above 3  mph (5 km/h). •  Pedestrian and Cyclist Detection: Effective up to  50 mph (80 km/h) but may struggle with complex  backgrounds or partially hidden individuals. Intersection Assist  •  The system may help when turning across oncoming  traffic or detecting crossing pedestrians at speeds  up to 19 mph (30 km/h). Adjusting Settings  •  You can modify alert sensitivity and toggle  automatic emergency braking or evasive steering  assist on or off via the settings menu.,938,146,232,59,the system relies on a front camera and radar sensor. Obstructions or damage can reduce detection capability.,109,17,07beee078db4616f97ec4c583f8ab8de09f1c4295298dc2f567e558bcaa8e937
"Sensor Care  •  Location: The radar sensor is behind the lower grille,  and the camera is on the windshield. •  Keep Sensors Clean: Remove any debris or ice  from the camera and radar for optimal performance. Indicators  •  The distance indicator shows the gap between your  vehicle and the one ahead. The color changes (blue,  yellow, red) based on distance and speed. Automatic Emergency Braking  •  Applies brakes automatically to reduce the severity  of an imminent collision. •  It activates every time you start the vehicle but can  be turned off in the settings. Evasive Steering Assist  •  Provides additional steering torque if you initiate an  evasive maneuver to avoid a collision. •  Deactivates once you safely pass the road user or  obstacle. Note: Evasive steering does not activate unless you begin  turning the wheel. Troubleshooting Messages  Message  Action  Pre-Collision Assist Not  Available - Sensor  Blocked  Clean the sensor area.",946,150,233,59,"the radar sensor is behind the lower grille, and the camera is on the windshield. the distance indicator shows the gap between your vehicle and the one ahead.",158,28,d6ce931d5e170e15dd411781b2910cac0156aa665eb186dee84fcfc007be7c6e
"If the  message persists, get the  vehicle inspected. Pre-Collision Assist Not  Available  A system error has occurred;  have the vehicle checked. Frequently Asked Questions  1. What if the windshield camera area is dirty? o Clean the windshield in front of the camera. 2. What if the radar sensor area is dirty? o Clean the grille in front of the radar sensor. 3. Can weather conditions affect the system?.",398,68,96,59,pre-Collision Assist Not Available A system error has occurred. have the vehicle checked.,89,13,10be2509a3914a1003a22888f75c93cf074132ad4708b3b2b709c511b2775185
"FragglesX500FMS 2027          59  Note: Sensitivity can be adjusted, but high sensitivity is  recommended for better response. Precautions",137,17,33,59,sensitivity can be adjusted but high sensitivity is recommended for better response.,84,12,4d591d028039a913371eb55afd85bf96213636abaa43cb6a1410f698f29ceada
"The system uses a front windshield camera to  identify speed limit signs. •  If your vehicle is equipped with Map Data  integration, stored speed limit information may also  be used to supplement detected signs. Safety Precautions  •  Driver Responsibility: You must maintain full  control of the vehicle. The system is only an aid and  does not replace the need for attentive driving. •  Weather Impact: Severe weather like rain, snow, or  spray can hinder the system’s ability to detect signs. •  Sensor Obstructions: Ensure the windshield area  where the camera is located is clean and free of  debris. Windshield repairs around the sensor area  may affect performance. •  Vehicle Modifications: Non-approved suspension  changes or using non-original headlamp bulbs may  interfere with the system’s function. •  Recognition Limitations: Not all traffic signs are  recognized or displayed correctly by the system. Limitations  Speed Sign Recognition may not function accurately in the  following scenarios:  •  Outdated or incorrect map data affecting speed  limit information.",1070,161,263,60,the system uses a front windshield camera to identify speed limit signs. stored speed limit information may also be used to supplement detected signs.,150,24,d6893b737347acd7c90a4ef87a7b53b26c455841401728128c91746515310051
"•  Misreading speed signs from adjacent roads or exit  ramps. •  Difficulty recognizing damaged, dirty, or poorly  visible speed signs. Indicators  •  When a speed limit sign is detected, the current  speed limit appears on your instrument cluster  display. •  Note: The appearance of the speed sign icon may  vary based on the vehicle’s display settings. Adjusting Settings  1. Open the ""Driver Assistance"" menu and select  ""Speed Limit Assist."" 2. You can customize the following options:  o Enable or disable the speed warning feature. o Adjust the speed limit tolerance (if available). o Tap the help icon next to any option for more  details.",638,104,156,60,speed sign icon may vary based on vehicle’s display settings. o Enable or disable the speed warning feature.,108,18,f1a4f7cce2651fca3882d19ef60b8863d255a54ed07c3b32c72e32bd06289b41
"Troubleshooting and Error Messages  Message  Details  Traffic Sign  Reduced  Performance  The system cannot access map data  due to weak or no signal. Wait briefly  for signal improvement. If the issue  persists, have the system inspected.. FragglesX500FMS 2027          60  o Yes, heavy rain, snow, or fog can interfere. The system will reactivate once conditions  improve. 4. What if the radar is misaligned after an impact? o Have the radar alignment checked and  adjusted by a service technician. Speed Sign Recognition  What is Speed Sign Recognition? Speed Sign Recognition helps inform you of the current  speed limit by detecting and displaying road speed signs in  the instrument cluster. How Does It Work?",706,110,174,60,system cannot access map data due to weak or no signal. wait briefly for signal improvement. system will reactivate once conditions improve.,140,22,f67beccb6daa1351d4d72bba170a0e933082efccdcd39a7a277349766eed5bb3
"The speed limit may update based on the stored  map data. Why does the system show an incorrect speed limit? •  This may be due to outdated map data or incorrect  sign recognition by the camera. Driver Alert  What is Driver Alert? Driver Alert monitors your driving behavior to detect signs  of drowsiness or reduced attention and alerts you if  necessary. How Does Driver Alert Work? The system uses a front windshield camera to assess your  alertness based on driving patterns, particularly in relation  to lane markings. Safety Warnings  •  Attention Required: Driver Alert may issue warnings  even if you do not feel tired due to certain driving  styles. •  Weather Conditions: Rain, snow, and spray can  affect sensor performance. •  Sensor Blockage: The system will not function if the  camera view is obstructed or if the surrounding area  is damaged.",849,141,208,61,the speed limit may update based on the stored map data. this may be due to outdated map data or incorrect sign recognition by the camera. the system uses a front windshield camera to assess your alertness.,206,37,71fd8093920721b767090492a34f71a3c208c5837fcd042bee2da6cbe334988a
"•  Modifications: Using non-approved suspension kits  may impair system performance. Driver Responsibility  •  Driver Control: This system is an aid and does not  replace the need for attentive driving. You must  maintain control of the vehicle at all times. •  Rest Breaks: Do not rely solely on the system. Take  regular breaks if you feel tired. Limitations  Driver Alert may not work properly if:  •  The sensor cannot detect lane markings. •  The vehicle speed is below 40 mph (65 km/h). Turning Driver Alert On/Off  1. Open the ""Driver Assistance"" menu. 2.",553,92,133,61,suspension kits may impair system performance. driver control: this system is an aid and does not replace the need for attentive driving. Limitations Driver Alert may not work properly.,185,29,26bcf9eb7f3329417d1c6051f9ce9c1859b447a9360d42feecf85bd611bb9fc4
"Select ""Driver Alert."" 3. Toggle the feature on or off. Indicators  The system has a two-stage warning process:  1. Temporary Warning: Advises you to take a rest. This  message briefly appears in the instrument cluster. 2. Persistent Warning: If your driving continues to  deteriorate, a stronger warning is displayed until you  acknowledge it. Note: The system does not issue warnings if the vehicle  speed drops below 40 mph (65 km/h). Troubleshooting and Error Messages  Message  Action  Driver Alert Warning – Rest  Now  Stop and rest as soon as it is  safe to do so.",562,94,137,61,Indicators The system has a two-stage warning process. Temporary Warning: Advises you to take a rest. the system does not issue warnings if the vehicle speed drops below 40 mph.,177,30,5a7fa20f11a44df67725e6417c607ca5a46f7ee122817e02ccd78095915d109c
